time,ax,ay,az,atotal
5.539,-0.86,-0.06,1.44,1.67
5.549,-1.00,-0.76,0.90,1.54
5.559,-0.94,-1.59,0.40,1.89
5.569,-0.81,-2.02,0.20,2.18
5.579,-0.53,-2.13,0.12,2.20
5.589,-0.30,-1.81,0.10,1.84
5.599,-0.15,-1.36,0.15,1.38
5.609,0.03,-0.78,0.22,0.81
5.619,0.06,-0.11,0.35,0.37
5.629,0.07,0.41,0.46,0.62
5.640,0.13,0.83,0.55,1.01
5.650,0.20,1.15,0.63,1.33
5.660,0.20,1.37,0.66,1.53
5.670,0.21,1.48,0.62,1.62
5.680,0.28,1.61,0.53,1.72
5.690,0.35,1.77,0.34,1.83
5.700,0.40,1.86,0.06,1.90
5.710,0.50,1.81,-0.23,1.89
5.720,0.66,1.69,-0.50,1.89
5.730,0.94,1.44,-0.56,1.81
5.740,1.30,1.20,-0.53,1.85
5.750,1.55,1.07,-0.71,2.01
5.760,1.73,0.93,-1.02,2.22
5.770,1.89,0.68,-1.25,2.37
5.780,1.86,0.43,-1.42,2.38
5.791,1.68,0.06,-1.65,2.36
5.800,1.47,-0.19,-1.85,2.37
5.811,1.20,-0.31,-1.89,2.26
5.821,0.92,-0.28,-1.73,1.98
5.831,0.80,-0.30,-1.59,1.80
5.841,0.76,-0.29,-1.50,1.71
5.851,0.72,-0.38,-1.45,1.67
5.861,0.68,-0.45,-1.33,1.56
5.871,0.67,-0.47,-1.26,1.50
5.881,0.63,-0.28,-1.25,1.43
5.891,0.61,-0.05,-1.22,1.37
5.901,0.53,0.09,-1.25,1.36
5.912,0.47,0.02,-1.37,1.44
5.921,0.54,-0.12,-1.44,1.54
5.932,0.66,-0.42,-1.56,1.74
5.942,0.78,-0.77,-1.65,1.98
5.952,0.89,-1.20,-1.71,2.27
5.962,1.01,-1.74,-1.72,2.65
5.972,1.10,-2.19,-1.68,2.97
5.982,1.12,-2.52,-1.61,3.19
5.992,1.04,-2.63,-1.54,3.22
6.002,0.89,-2.66,-1.52,3.19
6.012,0.58,-2.72,-1.61,3.21
6.022,0.19,-3.02,-1.75,3.49
6.032,0.05,-3.78,-1.88,4.22
6.042,0.37,-4.63,-1.74,4.96
6.052,0.65,-5.20,-1.58,5.48
6.062,0.52,-5.66,-1.55,5.89
6.073,0.11,-6.07,-1.61,6.28
6.083,-0.57,-5.79,-1.83,6.10
6.093,-1.90,-4.75,-2.55,5.72
6.103,-3.28,-3.52,-3.74,6.09
6.113,-4.37,-2.22,-5.01,7.02
6.123,-5.30,-1.12,-5.82,7.95
6.133,-5.30,-0.45,-5.21,7.44
6.143,-4.49,-0.28,-3.30,5.58
6.153,-3.61,-0.54,-1.16,3.83
6.163,-2.77,-1.36,0.80,3.19
6.173,-2.10,-2.16,2.40,3.85
6.183,-1.20,-2.33,3.28,4.20
6.194,-0.22,-1.83,3.42,3.89
6.203,0.51,-1.12,3.73,3.93
6.214,1.00,-0.85,4.12,4.33
6.224,1.35,-0.74,3.96,4.25
